Ülker Can,"",Justice and Development Party,Eskişehir,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Süheyl Batum,http://en.wikipedia.org/wiki/S%C3%BCheyl_Batum,Republican People's Party,Eskişehir,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Kazım Kurt,"",Republican People's Party,Eskişehir,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Ruhsar Demirel,"",Nationalist Movement Party,Eskişehir,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Hüseyin Çelik,http://en.wikipedia.org/wiki/H%C3%BCseyin_%C3%87elik,Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Fatma Şahin,http://en.wikipedia.org/wiki/Fatma_%C5%9Eahin,Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Şamil Tayyar,http://en.wikipedia.org/wiki/%C5%9Eamil_Tayyar,Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Abdullah Nejat Koçer,"",Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Mehmet Sarı,"",Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Mehmet Erdoğan,"",Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Derya Bakbak,"",Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
İbrahim Halil Mazıcıoğlu,"",Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Ali Şahin,http://en.wikipedia.org/wiki/Ali_%C5%9Eahin,Justice and Development Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Ali Serindağ,"",Republican People's Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Mehmet Şeker,"",Republican People's Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Edip Semih Yalçın,"",Nationalist Movement Party,Gaziantep,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Nurettin Canikli,http://en.wikipedia.org/wiki/Nurettin_Canikli,Justice and Development Party,Giresun,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Mehmet Geldi,"",Justice and Development Party,Giresun,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Adem Tatlı,"",Justice and Development Party,Giresun,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Selahattin Karaahmetoğlu,"",Republican People's Party,Giresun,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Kemalettin Aydın,"",Justice and Development Party,Gümüşhane,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Feramuz Üstün,"",Justice and Development Party,Gümüşhane,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Selahattin Demirtaş,http://en.wikipedia.org/wiki/Selahattin_Demirta%C5%9F,Independent,Hakkari,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Adil Kurt,"",Independent,Hakkari,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Esat Canan,"",Independent,Hakkari,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Sadullah Ergin,http://en.wikipedia.org/wiki/Sadullah_Ergin,Justice and Development Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Orhan Karasayar,"",Justice and Development Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Mehmet Öntürk,"",Justice and Development Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Adem Yeşildal,"",Justice and Development Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Hacı Bayram Türkoğlu,"",Justice and Development Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Mehmet Ali Ediboğlu,"",Republican People's Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Mevlüt Dudu,"",Republican People's Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Refik Eryılmaz,"",Republican People's Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Hasan Akgöl,"",Republican People's Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
Adnan Şefik Çirkin,"",Nationalist Movement Party,Hatay,http://en.wikipedia.org/wiki/24th_Parliament_of_Turkey,24
